,Id,Date,Text,State
437135,938641747109847040,2017-12-07,"['praying', 'blazing', 'flames', 'californiawildfires', 'creekfire', 'containment', 'prayla', 'firefighters', 'naturaldisaster', 'mothernature', 'lafire']",Massachusetts
437308,938641080987287552,2017-12-07,"['fox', 'news', 'founder', 'rupert', 'murdochs', 'home', 'burning', 'ground', 'southern', 'losing', 'home', 'horrible', 'event', 'happy', 'cheering', 'sick', 'individual', 'horrible', 'consuming']",Pennsylvania
437600,938639684317483008,2017-12-07,"['dog', 'called', 'odin', 'survives', 'refusing', 'abandon', 'goats']",British Columbia
438711,938635525333827584,2017-12-07,[],Chihuahua
438799,938635274841706496,2017-12-07,"['tragic', 'ferocious', 'ravage', 'southern', 'evacuating', 'communities', 'destroying', 'homes']",Texas
439074,938633637322469376,2017-12-07,"['praying', 'affected', 'stay', 'safe', 'heartbreaking', 'see', 'images']",Texas
439183,938632789326483456,2017-12-07,"['thoughts', 'everyone', 'affected', 'devastating', 'brave', 'firefighters', 'working', 'contain', 'themplease', 'stay', 'safe']",Illinois
439310,938632021550813184,2017-12-07,"['nasa', 'satellite', 'captures', 'raging', 'southern', 'space']",Lazio
439336,938631870950068224,2017-12-07,"['thoughts', 'prayers', 'path', 'thank', 'heroic', 'efforts', 'save', 'city']",Kansas
439906,938628089575227393,2017-12-07,"['southern', 'aka', 'shake', 'n', 'bake', 'earthquakes']",California
440179,938626504778424320,2017-12-07,"['los', 'angeles', 'wild', 'unreal', 'images', 'hard', 'believe', 'horrible', 'year']",Alberta
440241,938626129300205568,2017-12-07,"['becarefuloutthere', 'socal', 'monterey', 'park']",California
440837,938622868878848001,2017-12-07,"['severe', 'winds', 'earthquakes', 'southern', 'worried', 'typical', 'winter']",California
440929,938622352799047681,2017-12-07,['southern'],California
441166,938620775170527232,2017-12-07,"['praying', 'affected', 'wild', 'skirballfire']",Pennsylvania
441374,938619562441949184,2017-12-07,"['please', 'donate', 'help', 'victims', 'southern']",California
441977,938616289072951296,2017-12-07,"['hypothetically', 'ucla', 'cancel', 'game', 'due', 'could', 'simply', 'put', 'game', 'bbampt', 'instead']",Ohio
442142,938615574002679808,2017-12-07,"['evacuee', 'says', 'woke', 'find', 'police', 'rushing', 'family', 'home', 'took', 'photos', 'left', 'showing', 'flames', 'close']",California
442286,938614844961513473,2017-12-07,"['heart', 'aches', 'goes', 'affected', 'prayers', 'go']",Tennessee
442472,938613795924168705,2017-12-07,"['praycali', 'califire']",Florida
442526,938613510061268992,2017-12-07,"['meditating', 'impact', 'major', 'californiaburning', 'highly', 'populated', 'areasthinking', 'new', 'reality', 'venturafires']",California
442630,938612940491689984,2017-12-07,"['dont', 'break', 'heart', 'even', 'human']",Iowa
442752,938612291288920064,2017-12-07,"['reason', 'theres', 'always', 'sad', 'happening', 'around', 'christmas', 'holidays']",Maryland
442993,938611161414606848,2017-12-07,"['story', 'sons', 'school', 'sustained', 'massive', 'losses', 'thomasfire', 'ojai', 'valley', 'school', 'admission', 'behind']",California
443392,938609612881833984,2017-12-07,"['god', 'hover', 'southern', 'live', 'updates', 'homes', 'burn', 'belair', 'new', 'erupts', 'heart', 'la']",Texas
444037,938606766350323712,2017-12-07,"['spread', 'southern']",Florida
444227,938606101968195584,2017-12-07,"['live', 'near', 'please', 'aware', 'wild', 'animals', 'fleeing', 'may', 'show', 'yard', 'please', 'bring', 'pets', 'inside', 'let', 'animals', 'pass', 'please', 'put', 'water', 'theyre', 'scared', 'exhausted', 'also', 'lost', 'homes', 'wildlife']",California
444382,938605507861819393,2017-12-07,"['know', 'started']",California
444830,938603247337594881,2017-12-07,"['southern', 'know']",Virginia
445131,938601754219896833,2017-12-07,"['trump', 'golfs', 'cali', 'burns', 'nero', 'fiddles', 'rome', 'burns', 'globalwarming', 'climatechange', 'trump', 'weatherchannel']",Arizona
445166,938601582580715520,2017-12-07,"['please', 'keep', 'ventura', 'prayers', 'next', 'couple', 'weeks', 'spread', 'destroyed', 'hundreds', 'peoples', 'homes', 'first', 'picture', 'second', 'docks', 'uncles', 'boat']",Wisconsin
445256,938601152773611520,2017-12-07,[],Georgia
445570,938599216095444992,2017-12-07,"['lafires', 'know', 'might', 'sound', 'crazy', 'think', 'government', 'someone', 'trying', 'completely', 'destroy', 'st', 'northern', 'ca', 'southern', 'ca', 'government', 'hate', 'us', 'arent', 'hitting', 'states', 'think']",California
446214,938595125118214144,2017-12-07,"['oregon', 'reported', 'acreage', 'reported', 'square', 'miles', 'anybody', 'know']",Oregon
446428,938594054698422272,2017-12-07,['december'],Aragón
446987,938591218988175360,2017-12-07,"['ever', 'think', 'future', 'happening']",Illinois
447036,938590942864359424,2017-12-07,"['seven', 'largest', 'modern', 'occurred', 'last', 'years', 'writes']",California
447157,938590339962634240,2017-12-07,"['la', 'mayor', 'declares', 'emergency']",Aragón
447191,938590201047343109,2017-12-07,"['winds', 'fanning', 'expected', 'pick']",Aragón
447503,938588555093217280,2017-12-07,"['follow', 'photogs', 'live', 'updates', 'go', 'beyond', 'showing', 'flames']",California
447698,938587665313738754,2017-12-07,"['praying', 'affected', 'first', 'responders', 'incredible', 'heroes']",Pennsylvania
447898,938586477264588802,2017-12-07,"['many', 'amazing', 'yet', 'saddening', 'photos', 'ive', 'seen', 'today', 'like', 'one', 'gt']",Connecticut
448319,938584172876013568,2017-12-07,"['please', 'say', 'prayer', 'andor', 'send', 'good', 'vibes', 'everyone', 'affected']",Arizona
448576,938582935506116608,2017-12-07,['wow'],Arizona
449034,938580503401246720,2017-12-07,"['thoughts', 'prayers', 'everyone', 'path', 'encourage', 'everyone', 'heed', 'advice', 'orders', 'local', 'state', 'officials', 'thank', 'first', 'responders', 'incredible', 'work']",England
449543,938577716261072896,2017-12-07,"['think', 'arson']",Indiana
449987,938575712914673664,2017-12-07,"['pray', 'stay', 'safe', 'friends', 'reposted', 'barstoolsports']",California
450276,938574340735557632,2017-12-07,"['santaanawinds', 'californiawildfires']",South Carolina
450305,938574213966733313,2017-12-07,"['check', 'article', 'weatherchannel']",Arizona
450975,938571082726027264,2017-12-07,"['praying', 'people', 'first', 'responders', 'affected']",Texas
451172,938570155403173890,2017-12-07,"['pray', 'friends', 'safe', 'lawildfires', 'prayforla']",California
451209,938569910837325824,2017-12-07,"['prayers', 'go', 'southern', 'affected', 'practically', 'family', 'live', 'seeing', 'pictures', 'heartbreaking']",Arizona
451329,938569248460431361,2017-12-07,"['saw', 'news', 'hope', 'youre', 'safe', 'well']",New Jersey
452063,938565976823615488,2017-12-07,"['going', 'live', 'stream', 'tonight', 'tonight', 'raise', 'money', 'whos', 'house', 'recently', 'burnt', 'ventura', 'come', 'join', 'help', 'pm', 'est']",Pennsylvania
452735,938562668775870465,2017-12-07,"['rescuers', 'work', 'overtime', 'save', 'animals', 'many', 'perished', 'still']",California
453309,938560459174584320,2017-12-07,"['actors', 'actresses', 'moved', 'la', 'hella', 'cultureshocked', 'cali', 'lol', 'im', 'born', 'raised', 'valleyboy', 'suburban', 'life', 'thehills', 'get', 'used', 'welcome']",California
454047,938557642665951233,2017-12-06,"['president', 'trumps', 'fault', 'thousands', 'ppl', 'fear', 'leaving', 'w', 'nothing', 'cloths', 'back', 'chelsea', 'thinking', 'surprised']",Arizona
455051,938554122353238016,2017-12-06,"['prayers', 'thoughts', 'la', 'daughter', 'friends', 'living', 'la', 'still', 'raging', 'la', 'suburbs', 'near', 'downtown']",Florida
455230,938553460647170048,2017-12-06,"['combustible', 'mix', 'behind', 'southern', 'terrifying']",Pennsylvania
455400,938552971780014080,2017-12-06,"['continue', 'rage', 'losangeles', 'ventura', 'venturafire', 'venturastrong', 'venturacountyfire', 'losangelesfire', 'losangelesfires']",California
455652,938552200350941184,2017-12-06,"['space', 'courtesy', 'randy', 'bresnik']",California
455775,938551782954979328,2017-12-06,"['losangeles', 'wildlife', 'animals', 'los', 'angeles']",California
455789,938551735106310144,2017-12-06,"['gizmodo', 'thousands', 'forced', 'evacuate', 'catastrophic', 'continue', 'ravage']",Pennsylvania
455809,938551647503990784,2017-12-06,"['couple', 'saved', 'dogs', 'southern', 'left', 'behind', 'honda', 'civic', 'time', 'hook', 'mobile', 'home', 'la', 'times', 'animalheroes', 'dogslifematters']",Arizona
455840,938551560157745152,2017-12-06,"['cant', 'even', 'get', 'certain', 'wines', 'work', 'due', 'like', 'vineyards', 'burning', 'shit', 'surreal', 'even', 'think', 'im', 'praying', 'everyone']",Texas
455867,938551448345960448,2017-12-06,"['praying', 'everyone', 'affected']",Ohio
456878,938548058765385733,2017-12-06,"['track', 'key', 'details', 'southern', 'thinking', 'friends', 'family', 'stay', 'safe', 'x']",England
457059,938547514546024448,2017-12-06,"['prayers', 'everyone', 'affected']",Pennsylvania
457466,938546108380229632,2017-12-06,"['still', 'burning', 'across', 'socal', 'toughest', 'part', 'coming', 'back', 'nothing']",California
457571,938545677654724616,2017-12-06,"['general', 'hospitals', 'kimberly', 'mccullough', 'family', 'safely', 'evacuated', 'southern', 'glad', 'well']",Indiana
458389,938543011281166336,2017-12-06,"['raging', 'west', 'frigid', 'weather', 'east', 'connectedits', 'called', 'north', 'american', 'winter', 'dipole', 'climatechange', 'likely', 'make', 'worse']",District of Columbia
458460,938542717444898818,2017-12-06,"['lets', 'pray', 'everyone', 'trouble']",Arizona
458926,938541243260383232,2017-12-06,"['also', 'last', 'quote', 'article', 'deliciously', 'los', 'angeles']",Morelos
459374,938539940727713794,2017-12-06,"['good', 'resource', 'friends', 'experiencing', 'difficulties', 'reach', 'help']",Indiana
459809,938538164481941504,2017-12-06,"['need', 'quick', 'ugly', 'cry', 'suggest', 'listening', 'reconnecting', 'family', 'touched', 'tragedy', 'northern']",Tennessee
460283,938536297546661888,2017-12-06,"['go', 'thanks', 'support']",California
460376,938535949717331969,2017-12-06,"['bel', 'air', 'apartment', 'burning', 'im', 'want', 'watch', 'burn', 'friends', 'roof', 'like', 'first', 'need', 'smoothie']",California
460658,938534897911762944,2017-12-06,"['praying', 'everyone', 'affected', 'sad']",Alabama
461146,938532955626098688,2017-12-06,"['pleasure', 'visiting', 'magnificent', 'getty', 'museum', 'recently', 'southern', 'home', 'way', 'home', 'heartbroken', 'hearing', 'love', 'hopes', 'skirballfire']",New York
461240,938532507397640192,2017-12-06,"['thinking', 'southern', 'friends', 'affected', 'horrendous']",California
461247,938532495771029504,2017-12-06,"['damn', 'going', 'burn', 'wash', 'away', 'break']",Maryland
461466,938531486042656769,2017-12-06,"['reminder', 'several', 'reasons', 'southern', 'never', 'home', 'large', 'numbers', 'people', 'starting', 'middle', 'th', 'century', 'lack', 'water', 'leading', 'another', 'one', 'two']",Colorado
461867,938529800745922560,2017-12-06,"['couple', 'going', 'southern', 'socal', 'californiawildfires']",Nevada
462226,938528438188572673,2017-12-06,"['watch', 'dramatic', 'footage', 'shows', 'massive', 'raging', 'near', 'interstate']",California
462666,938526694742388736,2017-12-06,"['media', 'representatives', 'covering', 'recent', 'encouraged', 'contact', 'iii', 'experts', 'information', 'disaster', 'recovery', 'questions', 'homebusiness', 'insurance', 'coverage', 'damage', 'skirballfire', 'belairfire']",California
463154,938524787827146752,2017-12-06,"['arrived', 'detroit', 'hear', 'thoughts', 'good', 'vibes', 'west', 'coast', 'tonight']",Michigan
463449,938523777142583297,2017-12-06,"['continue', 'rage', 'across', 'winds', 'reaching', 'mph', 'made', 'huge', 'spreading', 'please', 'safe', 'source', 'californiafire', 'extremeweather']",England
463557,938523432198856705,2017-12-06,"['hollywoods', 'biggest', 'namesincluding', 'etc', 'forced', 'evacuate', 'due', 'ongoing', 'los', 'angeles', 'southern', 'skirballfire']",South Carolina
463611,938523248433684480,2017-12-06,"['ventura', 'man', 'fled', 'orange', 'glow', 'like', 'earth', 'angry', 'returns', 'home', 'salvage', 'thomasfire']",California
464642,938519598403436544,2017-12-06,"['acres', 'burned', 'containment', 'current', 'southern', 'thoughts', 'prayers', 'go', 'affected']",California
464664,938519476395433984,2017-12-06,"['seasons', 'spring', 'summer', 'earthquakes', 'mudslides', 'suck', 'east', 'coast']",California
465043,938518021617922050,2017-12-06,"['hope', 'ok', 'horrible']",Louisiana
465363,938516860215218176,2017-12-06,"['check', 'rticle', 'weatherchannel']",Kentucky
465411,938516711828946945,2017-12-06,"['welcome', 'southern', 'weve', 'got', 'rainy', 'days']",California
466512,938512628116320257,2017-12-06,"['dear', 'lord']",New York
466659,938512153887125505,2017-12-06,"['southern', 'know']",Virginia
466668,938512131632242688,2017-12-06,"['southern', 'know', 'roc']",Minnesota
466680,938512080562466818,2017-12-06,"['yeah', 'first', 'time', 'theres', 'ever']",Iowa
467005,938510653261864961,2017-12-06,"['praying', 'people', 'wildlife', 'affected', 'stay', 'safe', 'californiawildfires']",Maryland
467454,938508732551401472,2017-12-06,"['models', 'predict', 'drying', 'southern', 'especially', 'landscape', 'formed', 'wetter', 'climate', 'must', 'burn', 'burning', 'frequently', 'catastrophic', 'even', 'winds', 'stay', 'prediction', 'planning', 'future', 'wont', 'account', 'things', 'getting', 'worse']",California
467880,938507054838202368,2017-12-06,"['dangerous', 'seen', 'morning', 'los', 'angeles', 'californiawildfires', 'extremeweather', 'video', 'climatechangeisreal', 'globalwarming']",ঢাকা বিভাগ
468669,938504228133326850,2017-12-06,"['dramatic', 'footage', 'raging', 'hills', 'la']",Northern Ireland
468959,938503224696258560,2017-12-06,"['heart', 'goes', 'affected', 'losing', 'home', 'peace', 'mind', 'tragic', 'solution', 'moved', 'next', 'door', 'las', 'vegas', 'serious', 'earthquakes', 'contend', 'withpeace', 'love']",Nevada
469232,938502325559181312,2017-12-06,"['currently', 'collecting', 'muchneeded', 'items', 'animals', 'displaced', 'southern', 'towels', 'blankets', 'dog', 'pet', 'food', 'pet', 'bedding', 'drop', 'donation', 'items', 'fitdog', 'skirballfire', 'lafires']",California
469509,938501476279873536,2017-12-06,"['thinking', 'happening', 'near', 'used', 'live', 'years', 'ago', 'absolutely', 'scary', 'seeing', 'im', 'hoping', 'everyone', 'know', 'safe', 'hope', 'really', 'soon']",North Carolina
469744,938500830847741952,2017-12-06,"['business', 'people', 'turning', 'snapchat', 'map', 'southern', 'fastcompany']",دبي
469957,938500076057411585,2017-12-06,"['truth', 'angelcitytv', 'los', 'angeles']",California
470126,938499519825752064,2017-12-06,"['luckily', 'family', 'lives', 'southern', 'south', 'los', 'angeles', 'miles', 'coast', 'always', 'population', 'homes', 'destroyed', 'terrible']",Texas
470306,938498867384872960,2017-12-06,"['prayers', 'paths', 'southern', 'wildland', 'firefighter', 'also', 'praying', 'safety', 'courageous', 'crews', 'firefighters']",Nevada
470715,938497503502184450,2017-12-06,"['happy', 'wednesday', 'prayers', 'affected']",North Carolina
470749,938497386506276864,2017-12-06,"['prayers', 'nearby', 'stay', 'strong', 'safe', 'hugs', 'ohio', 'californiawildfires']",Ohio
